,ano,Bandeira,Funcao,Emitidos,Ativos,Transacoes,vl_Transacoes,trimestre
2341,2011,VISA,Crédito,455523,203675,2588252,997490878.72,1
2342,2011,MasterCard,Débito,507349,88139,1448145,166438777.98,1
2343,2023,VISA,Crédito,22592648,10567875,220084966,21691092962.9,4
2344,2020,VISA,Débito,1465497,502522,15929644,2196345574.71,3
2345,2019,MasterCard,Débito,1732462,520077,13946405,781096360.77,1
2346,2023,MasterCard,Pré-Pago,3341757,854873,38080228,2301709066.01,4
2347,2016,American Express,Crédito,465758,294478,14929067,2450072100.81,4
2348,2012,VISA,Débito,1423023,850569,20146615,1578580526.22,4
2349,2011,MasterCard,Débito,488785,132563,1492434,156891361.9,2
2350,2019,MasterCard,Débito,957434,505361,12678634,814945862.98,3
2351,2022,VISA,Pré-Pago,15762120,4411393,87918391,4342403563.39,4
2352,2021,Elo,Crédito,489669,258321,5021614,1232325125.05,2
2353,2021,VISA,Débito,557093,287233,7112044,797685485.12,1
2354,2012,VISA,Crédito,18780298,9486328,132399580,11819548409.25,1
2355,2012,MasterCard,Débito,1035058,452990,7199626,549380756.96,4
2356,2014,Elo,Débito,17987348,3563300,69374294,3776303855.0,4
2357,2015,Diners Club,Crédito,10,6,87,12970.43,1
2358,2013,VISA,Crédito,2005067,896522,12586610,4747377381.56,4
2359,2015,Elo,Débito,5096017,1481998,13289616,740250698.81,2
2360,2019,VISA,Pré-Pago,4180750,3029736,2103689,248892947.97,2
2361,2022,VISA,Pré-Pago,179221,122477,0,0.0,1
2362,2020,VISA,Débito,382,273,4584,250753.56,4
2363,2017,MasterCard,Crédito,12312231,8811319,203377047,22751743135.92,4
2364,2018,Elo,Crédito,4628804,2286456,43418491,3482256400.46,3
2365,2015,VISA,Débito,296401,164942,3573258,368885633.87,1
2366,2017,MasterCard,Pré-Pago,995,237,115,100566.34,1
2367,2013,VISA,Débito,1537740,914578,24239688,1967316979.28,4
2368,2014,Elo,Débito,22274,792,7489,945598.45,1
2369,2015,American Express,Crédito,598922,368419,13184381,2081441151.76,2
2370,2015,Bandeira própria,Crédito,565377,181922,1596429,150170321.59,3
2371,2018,MasterCard,Crédito,11610596,4724552,56516030,5104548755.54,2
2372,2022,VISA,Pré-Pago,27000619,10451120,121715484,6221640393.05,2
2373,2017,MasterCard,Débito,18,18,21,1923.32,1
2374,2021,Outras,Crédito,21369,11453,77404,10935104.26,2
2375,2019,Hipercard,Crédito,4280133,3130375,54473061,7456734890.19,1
2376,2019,Elo,Crédito,4700057,2065358,33360063,3668912471.1,3
2377,2016,VISA,Débito,312240,178488,4250145,429486293.66,3
2378,2023,MasterCard,Crédito,6197326,4621587,329368556,63379168279.97,3
2379,2011,MasterCard,Débito,902373,412909,5154329,365580699.88,3
2380,2014,American Express,Crédito,105738,31606,904272,213024058.66,4
2381,2023,MasterCard,Crédito,176873,111215,4252230,2171175795.33,1
2382,2023,VISA,Débito,11842368,5953772,168812183,9368751489.29,3
2383,2021,VISA,Débito,109671273,31270350,601304923,43447907152.76,1
2384,2016,Outras,Débito,3258368,1376009,27766892,2323817868.17,2
2385,2021,MasterCard,Crédito,41842533,20389849,362876365,41133761355.43,1
2386,2020,MasterCard,Débito,906973,481868,11130294,767329324.73,1
2387,2020,American Express,Crédito,795247,492970,12048230,1753203070.51,1
2388,2022,MasterCard,Pré-Pago,12296848,1524812,28262870,1669744844.88,2
2389,2019,MasterCard,Débito,4637,969,33232,2383056.62,1
2390,2019,VISA,Crédito,32026209,11522467,161549808,13104930264.05,1
2391,2011,MasterCard,Crédito,5090833,3364748,76120202,8909964947.59,4
2392,2020,Outras,Crédito,851599,205616,138567,27599519.47,1
2393,2011,Cheque Eletrônico,Débito,2555673,748436,80223,9142477.77,4
2394,2011,Outras,Débito,2703889,1089736,23420176,1374314408.14,3
2395,2022,MasterCard,Pré-Pago,4762473,2642086,61820151,3040184638.17,1
2396,2021,Hipercard,Crédito,3521345,2532296,50300198,10164523819.0,3
2397,2016,MasterCard,Crédito,5567131,3667013,107818365,15139915748.85,1
2398,2016,VISA,Crédito,478833,254406,4102573,1231438017.73,2
2399,2012,Diners Club,Crédito,390045,284447,3791008,637895440.3,2
2400,2021,MasterCard,Pré-Pago,301241,222689,983224,186893296.99,3
2401,2023,American Express,Crédito,67588,49420,1279487,1057030245.19,2
2402,2017,MasterCard,Débito,1154626,578831,12121768,774264750.34,3
2403,2020,VISA,Crédito,7507555,5427632,170889152,20563343666.96,1
2404,2018,VISA,Débito,1049638,515839,14157476,1810683177.6,4
2405,2018,Outras,Crédito,1080763,299791,1020987,139834827.1,4
2406,2018,VISA,Crédito,17338348,11570068,210444720,18557575169.5,3
2407,2017,Bandeira própria,Pré-Pago,77867,22337,247514,20089280.57,1
2408,2022,MasterCard,Crédito,3691838,3076147,208888233,41499737799.49,3
2409,2016,MasterCard,Pré-Pago,115337,4043,0,0.0,3
2410,2017,VISA,Pré-Pago,2994637,718211,1598448,124916162.15,1
2411,2016,American Express,Crédito,158305,88465,2001328,1145820724.74,1
2412,2012,American Express,Crédito,233267,36643,664171,118535748.22,3
2413,2022,MasterCard,Pré-Pago,36473527,21993704,781314885,29305272420.93,2
2414,2020,MasterCard,Pré-Pago,174084,5456,147737,13431437.49,2
2415,2019,MasterCard,Crédito,1760599,1256896,18022680,4147786168.36,3
2416,2021,Elo,Débito,864539,350973,7675987,1059193690.94,1
2417,2022,Elo,Crédito,23541,10559,80041,114420341.13,4
2418,2021,MasterCard,Pré-Pago,17390845,3349291,28125576,1654036409.79,4
2419,2019,VISA,Débito,100383499,28867207,568243372,36695358068.43,3
2420,2016,Elo,Crédito,442706,154702,2043187,488275018.91,4
2421,2018,MasterCard,Crédito,1284580,954493,12208790,2829946574.66,3
2422,2013,VISA,Crédito,8208369,5499523,124982623,16163378458.92,4
2423,2022,Elo,Crédito,511567,301681,6549615,1841700120.46,3
2424,2018,MasterCard,Crédito,12818988,9163463,206483429,22250525754.19,1
2425,2020,Elo,Débito,682169,299090,6161181,746715103.28,1
2426,2015,MasterCard,Crédito,5241970,3341605,95675534,13600189671.12,2
2427,2019,VISA,Pré-Pago,535864,161482,2145148,154859212.27,3
2428,2021,VISA,Crédito,2351142,1776047,106450200,21381702887.11,3
2429,2015,VISA,Débito,1459656,664699,12842581,1645771332.03,4
2430,2017,VISA,Débito,5369580,2967799,60303394,3907468615.18,3
2431,2011,VISA,Débito,1004775,400018,4882581,504837066.85,1
2432,2018,VISA,Crédito,4166176,399337,7293522,930208783.6,4
2433,2022,MasterCard,Crédito,29152027,11591414,165988660,19736033815.37,1
2434,2015,Elo,Débito,25334695,4111108,75724062,3854043177.0,3
2435,2011,VISA,Débito,129529208,44164633,397108269,21182857397.64,2
2436,2021,MasterCard,Pré-Pago,9,5,35,6569.5,1
2437,2014,VISA,Crédito,8079458,5611954,122638213,15380826830.55,3
2438,2023,Elo,Crédito,4226091,2343141,49915459,8618416177.19,4
2439,2018,American Express,Crédito,25269,18600,2725295,1491591633.59,2
2440,2014,MasterCard,Crédito,5612898,3603472,123625188,12937935738.1,1
2441,2022,MasterCard,Pré-Pago,145051,65095,436184,29751192.6,3
2442,2018,Outras,Crédito,25171,964,11482,2077246.71,3
2443,2021,Elo,Crédito,106519,75242,2043847,372126262.85,4
2444,2016,Cheque Eletrônico,Débito,391350,189895,1444,767141.77,1
2445,2012,American Express,Crédito,699871,425246,9737402,1467097278.43,1
2446,2021,VISA,Crédito,23655217,15085298,329888330,39793382518.62,4
2447,2023,MasterCard,Débito,989334,608806,15941109,1155897940.18,3
2448,2016,VISA,Crédito,25270770,13532871,160071763,13986468762.34,4
2449,2023,Elo,Crédito,555155,331632,7710955,2463715424.41,2
2450,2023,Hipercard,Crédito,11,3,1,1.0,4
2451,2022,VISA,Crédito,518586,290494,3966144,1566863620.84,1
2452,2017,MasterCard,Pré-Pago,193,193,246,7133.33,4
2453,2012,American Express,Crédito,11161,2220,112534,10756879.22,2
2454,2013,Bandeira própria,Débito,1447633,350852,1825023,108880953.69,2
2455,2023,Elo,Crédito,5888365,1830507,45701167,5142941789.78,2
2456,2019,VISA,Pré-Pago,4969095,2781556,15278305,961900862.68,4
2457,2016,MasterCard,Crédito,745235,571533,35702134,7137303991.0,4
2458,2014,MasterCard,Crédito,1039284,511481,7797635,2083194933.64,4
2459,2018,American Express,Crédito,509670,410221,3178361,547978842.1,2
2460,2021,Elo,Crédito,4310516,2498068,71661277,7649414858.34,4
2461,2023,American Express,Crédito,16071,14114,277207,39045883.5,2
2462,2015,MasterCard,Crédito,10197625,6436909,114441452,14262320031.1,1
2463,2012,Elo,Crédito,1389567,285689,1742880,88522491.52,3
2464,2018,MasterCard,Crédito,1541899,1276635,88636598,16767334477.13,4
2465,2019,VISA,Débito,1778072,1133751,44094544,3679663082.08,4
2466,2023,Bandeira própria,Crédito,18462591,2761844,10128767,1283398788.87,3
2467,2013,VISA,Débito,134754907,37358711,519207545,30627531879.47,3
2468,2021,VISA,Pré-Pago,4652899,686856,7669974,1614082373.41,2
2469,2017,Outras,Crédito,2099200,232693,125617,101338162.27,3
2470,2012,MasterCard,Débito,873343,441961,5870412,419622945.02,2
2471,2020,VISA,Débito,1617734,954221,19319819,1703454459.35,2
2472,2023,VISA,Débito,159299459,40280636,1041504391,67719008352.24,4
2473,2021,VISA,Pré-Pago,3702,2093,36053,4348750.62,4
2474,2011,VISA,Crédito,1733310,694610,9377681,3021900373.41,2
2475,2021,American Express,Crédito,21623,16207,414275,217816681.25,2
2476,2015,VISA,Crédito,489900,245689,4047582,1308105758.53,4
2477,2019,MasterCard,Crédito,6027881,4667281,222200006,27840451086.39,4
2478,2022,VISA,Pré-Pago,918322,92500,3814684,410150647.93,2
2479,2023,VISA,Pré-Pago,17674112,4492002,95537421,4435492715.9,2
2480,2014,MasterCard,Débito,1038699,494067,8236258,624646528.58,3
2481,2021,Elo,Crédito,1329367,1209758,12551429,1378761416.32,2
2482,2018,MasterCard,Débito,604978,301669,7186352,525114884.36,2
2483,2019,VISA,Pré-Pago,1215,920,12194,956349.12,4
2484,2023,VISA,Pré-Pago,1163212,115701,3967951,447392651.41,1
2485,2013,Cheque Eletrônico,Débito,2612020,653816,11322,1971644.08,2
2486,2014,Outras,Crédito,1087991,331276,87459,59567636.07,3
2487,2021,VISA,Pré-Pago,5354081,761248,10243051,1831563873.87,3
2488,2023,MasterCard,Pré-Pago,2903542,760364,30675859,1910292127.87,2
2489,2019,VISA,Crédito,891338,679777,52411459,8753092356.35,2
2490,2022,MasterCard,Pré-Pago,153289,107868,453028,33776978.5,4
2491,2021,MasterCard,Débito,12096560,6033001,68733399,3175413979.65,1
2492,2020,Elo,Crédito,1207803,446305,7481581,791328934.25,1
2493,2011,Cheque Eletrônico,Débito,2311610,729892,129962,11578274.06,1
2494,2018,MasterCard,Crédito,15124834,5625147,71974275,6751161696.84,4
2495,2011,VISA,Crédito,2563129,1192358,8075439,690017598.65,2
2496,2017,Outras,Débito,3256862,1505915,37078452,3210109847.54,4
2497,2013,MasterCard,Crédito,976547,437019,6428416,1671990381.13,3
2498,2023,VISA,Crédito,10417050,4138804,57412662,7021806745.61,4
2499,2015,VISA,Débito,7786513,3762621,59335075,3689233003.09,2
2500,2014,VISA,Crédito,6619638,4502799,128512060,14706130284.15,2
2501,2018,VISA,Pré-Pago,275186,261093,192528,35905218.73,1
2502,2016,American Express,Crédito,1220438,751754,20630080,2085426266.63,1
2503,2022,MasterCard,Crédito,29698673,10895232,174541857,22414990884.58,4
2504,2015,Outras,Crédito,679754,278838,3587131,433655428.74,4
2505,2018,Elo,Débito,24936707,8284040,221428045,12280899400.41,4
2506,2019,Elo,Crédito,423529,185394,4222478,905073781.32,4
2507,2014,MasterCard,Crédito,427647,300789,15465374,2770615606.21,2
2508,2012,MasterCard,Débito,458480,125448,1503921,175287992.14,1
2509,2016,American Express,Crédito,491880,304144,14352331,2291982186.78,3
2510,2011,Diners Club,Crédito,426677,303150,4307338,703340491.3,3
2511,2011,MasterCard,Crédito,15879000,9153993,110301997,10157382445.39,2
2512,2012,MasterCard,Crédito,318056,215356,10623470,2040867248.08,4
2513,2023,MasterCard,Pré-Pago,2272285,218323,1722139,85538455.81,2
2514,2022,MasterCard,Débito,90349416,48432159,1142065150,77196579842.03,2
2515,2022,Bandeira própria,Pré-Pago,633153,633152,603898157,1399235376.45,2
2516,2017,VISA,Débito,1179028,800709,22431118,1752398380.64,4
2517,2016,Elo,Débito,33015195,4853453,96566372,5052225185.0,3
2518,2020,MasterCard,Crédito,30485596,21633764,496873860,42455465762.94,1
2519,2019,MasterCard,Crédito,1517677,1141366,14301280,3293463697.32,1
2520,2011,VISA,Débito,1167040,729294,15050327,1136566467.65,3
2521,2023,Elo,Crédito,232976,213394,7805451,1569975680.55,4
2522,2021,VISA,Débito,315351,3,1,12450.07,4
2523,2012,MasterCard,Débito,1035697,455110,6059093,435961620.95,3
2524,2022,Outras,Débito,3467849,1879740,43138415,4188472409.69,2
2525,2021,American Express,Crédito,79824,60357,761439,374671194.44,4
2526,2014,VISA,Crédito,648507,463419,30959300,5224189163.16,4
2527,2021,American Express,Crédito,427620,309898,8851193,2390098347.88,2
2528,2018,VISA,Pré-Pago,3058426,517168,1341348,73867231.02,4
2529,2011,MasterCard,Crédito,227529,142240,5894912,1070252269.38,3
2530,2014,VISA,Crédito,27176174,14757947,167313814,13679648086.13,3
2531,2019,Elo,Crédito,3750,1835,28432,4434314.74,3
2532,2016,Outras,Crédito,967750,207742,94356,67698971.0,4
2533,2020,Elo,Débito,166500888,64526987,740798423,58681486359.77,4
2534,2023,VISA,Crédito,25200162,11149831,230138361,22247511826.84,2
2535,2023,MasterCard,Crédito,6354764,2940716,48909987,14589758885.79,3
2536,2016,Bandeira própria,Débito,1641837,453595,3853301,249871106.22,4
2537,2021,VISA,Débito,782,136,8061,470188.13,4
2538,2012,MasterCard,Débito,167490,79774,748893,67372476.6,3
2539,2020,Bandeira própria,Pré-Pago,424014,283751,404418462,1328113111.33,2
2540,2016,VISA,Crédito,1174110,792908,13597638,3336507952.42,4
2541,2011,Bandeira própria,Crédito,614973,172602,832956,64143082.01,2
2542,2015,Cheque Eletrônico,Débito,486887,292322,1442,712984.8,3
2543,2021,VISA,Débito,491703,167023,1702456,94203095.24,1
2544,2016,MasterCard,Débito,302747,88123,1651118,226241680.95,4
2545,2013,American Express,Crédito,626413,434535,11213289,1729975839.9,2
2546,2015,Diners Club,Crédito,11,7,67,20400.93,4
2547,2014,Elo,Crédito,111,56,12,273861.33,1
2548,2019,Elo,Débito,66293130,34164285,503376517,28310131928.19,4
2549,2014,Outras,Débito,3419411,1326423,33212619,2372173263.59,4
2550,2013,Elo,Crédito,72349,2303,14449,1177216.79,1
2551,2017,MasterCard,Crédito,10885414,7618593,163210929,18404144780.08,1
2552,2023,Bandeira própria,Débito,19146,12556,89406,6434857.25,3
2553,2014,Elo,Débito,21694,1213,11302,1662983.09,4
2554,2011,American Express,Crédito,15511,5810,144416,13399313.77,3
2555,2016,MasterCard,Crédito,33620903,14059958,162810028,15476455805.43,2
2556,2022,MasterCard,Crédito,80888972,46250336,882616726,76395231565.17,2
2557,2023,Elo,Débito,979821,417472,9631656,1296645105.55,4
2558,2018,Elo,Débito,343329,150302,3070644,376543084.61,1
2559,2018,Outras,Crédito,7263,295,1891,310170.56,2
2560,2023,VISA,Débito,769712,424322,13696449,1303434441.39,2
2561,2018,Elo,Crédito,23123,14109,19276,115741735.52,2
2562,2018,VISA,Pré-Pago,300587,268600,175516,31879841.1,2
2563,2013,VISA,Débito,8556032,3687692,59604207,3729215260.31,4
2564,2017,VISA,Crédito,4130947,461666,6705683,791933389.85,2
2565,2016,Elo,Débito,284506,68254,1256660,161680846.56,3
2566,2020,VISA,Pré-Pago,741747,135038,2513152,223770219.42,4
2567,2022,VISA,Débito,1312146,534592,19714689,2618697080.56,4
2568,2012,MasterCard,Crédito,59205,26534,606329,230746117.94,1
2569,2020,MasterCard,Pré-Pago,161524,3844,102665,10054607.35,3
2570,2011,VISA,Crédito,3180173,1964369,66173695,8151360087.3,1
2571,2019,MasterCard,Pré-Pago,11898610,2599132,25872907,1828149404.79,1
2572,2020,MasterCard,Crédito,130179,70132,1469180,419124723.06,3
2573,2020,VISA,Débito,1462026,518199,19180641,2772799260.12,4
2574,2016,MasterCard,Crédito,47969,24928,893854,351776436.76,1
2575,2019,MasterCard,Débito,326414,83058,1796104,172755867.51,1
2576,2023,American Express,Crédito,274,247,12932,14985733.22,1
2577,2015,Outras,Débito,3322298,1349258,29427993,2538974980.12,4
2578,2022,Bandeira própria,Pré-Pago,693203,693202,710345997,1576127383.04,3
2579,2015,MasterCard,Crédito,47546,24800,1042583,398949367.93,4
2580,2023,MasterCard,Crédito,20452299,15711110,505792152,67075485363.42,1
2581,2023,MasterCard,Pré-Pago,17156156,1135697,11468600,589346375.08,4
2582,2020,MasterCard,Pré-Pago,92283,43756,796846,58334315.78,4
2583,2019,VISA,Pré-Pago,5093589,3195906,4341394,366898474.11,3
2584,2023,MasterCard,Crédito,30274807,4915573,81814462,9051248390.13,4
2585,2021,American Express,Crédito,425658,327600,10401286,2921995387.49,3
2586,2016,Bandeira própria,Débito,1741475,433464,3169833,191802733.85,3
2587,2023,MasterCard,Débito,90985429,48449407,1118404028,72047810067.29,1
2588,2020,Bandeira própria,Crédito,11540464,7380655,13475945,1815966985.47,1
2589,2016,American Express,Crédito,888193,545778,20807246,2183705417.23,4
2590,2013,MasterCard,Crédito,14680858,8438135,128664763,12746330949.06,3
2591,2014,VISA,Débito,1441948,810701,20463365,1588383787.96,4
2592,2011,MasterCard,Crédito,56585,24146,671034,243600742.71,3
2593,2023,Elo,Crédito,185787,120480,3470666,537781942.53,4
2594,2022,Elo,Pré-Pago,46226107,4890687,24137995,1085138184.55,2
2595,2017,Outras,Crédito,1096496,334880,2573688,368303092.23,1
2596,2018,Elo,Crédito,24174,14530,22132,121894388.05,4
2597,2015,Diners Club,Crédito,370,248,3317,1385295.15,2
2598,2018,Elo,Crédito,3152847,1772754,24673181,2293249099.69,4
2599,2014,VISA,Débito,1556757,958711,24013971,1889145970.48,3
2600,2022,MasterCard,Débito,534324,305392,6055349,473526884.56,3
2601,2020,MasterCard,Crédito,32348166,12010470,182917729,18110708653.22,1
2602,2014,MasterCard,Crédito,64321,30762,848605,355055121.57,2
2603,2023,VISA,Crédito,46100878,17838323,274574341,30737860079.12,4
2604,2016,American Express,Crédito,152129,87223,2547198,1356894681.98,3
2605,2022,VISA,Débito,4367307,1411822,41626949,3311983349.46,3
2606,2013,Diners Club,Crédito,8,5,24,3618.33,4
2607,2018,Diners Club,Crédito,163119,149317,2869423,464173147.42,3
2608,2015,Outras,Crédito,1306765,264350,118609,83596467.62,4
2609,2015,VISA,Crédito,5403248,3811601,138833866,18139347394.44,3
2610,2023,Elo,Pré-Pago,20946405,2895386,16406614,749295092.24,1
2611,2014,MasterCard,Débito,805224,346245,6645302,475871717.41,2
2612,2022,MasterCard,Crédito,89454002,49965709,1010111773,87391646150.86,4
2613,2019,VISA,Débito,19,4,6,464.5,2
2614,2016,VISA,Débito,1417296,653063,11903149,1484006492.44,1
2615,2016,Elo,Crédito,255700,160118,1581726,122426077.63,4
2616,2016,MasterCard,Crédito,14476012,9326670,154094574,14785640136.27,3
2617,2014,MasterCard,Crédito,3867827,2321749,76851968,9867477209.74,2
2618,2022,Elo,Crédito,13375,12946,259149,85095611.08,3
2619,2019,Outras,Crédito,40696,6414,62043,8569320.73,1
2620,2015,Diners Club,Crédito,403,291,2950,1214195.87,1
2621,2015,MasterCard,Crédito,15943287,9621532,136706676,13760426332.27,1
2622,2021,Outras,Crédito,165880,99808,75795,18412813.63,4
2623,2019,American Express,Crédito,472201,382135,11773038,2822928641.07,4
2624,2023,MasterCard,Débito,80907363,55572742,974989130,49151540458.3,2
2625,2022,American Express,Crédito,592528,477350,16898468,4746836227.55,4
2626,2021,MasterCard,Pré-Pago,28840289,17479661,589234892,22805476310.32,4
2627,2016,VISA,Crédito,16872995,10170768,172429707,15485605845.79,3
2628,2012,VISA,Débito,138700466,36884357,465055870,26189007589.43,3
2629,2023,MasterCard,Pré-Pago,307974,137493,4503548,298509967.8,4
2630,2018,Elo,Pré-Pago,1706295,1273095,12822219,390530472.73,3
2631,2013,VISA,Débito,133960367,37182405,566997643,35557297559.08,4
2632,2019,VISA,Débito,398266,219177,5700293,563416705.53,1
2633,2023,MasterCard,Crédito,98979900,29228812,344567648,35271298885.69,4
2634,2019,MasterCard,Pré-Pago,1550667,594365,6613190,277537877.17,2
2635,2019,VISA,Crédito,7111789,5200438,158752580,19107305489.81,1
2636,2022,MasterCard,Débito,423540,264132,4940229,408668561.71,2
2637,2017,MasterCard,Crédito,5216028,3944708,138125650,18241185739.78,2
2638,2020,Hipercard,Crédito,2298729,1757578,42754867,4640484060.02,3
2639,2012,VISA,Crédito,420751,292376,16620829,2691275097.61,2
2640,2014,Elo,Débito,26896125,8746591,74292010,4433656517.15,4
2641,2016,Outras,Pré-Pago,1191,769,63461,3633919.26,3
2642,2021,MasterCard,Débito,82280802,36078599,1297665845,85651343294.49,4
2643,2018,Outras,Crédito,270853,30382,17182,17609137.82,2
2644,2013,MasterCard,Débito,2531147,748944,12518813,770902938.72,4
2645,2012,VISA,Crédito,1848881,822657,11142667,4064488787.19,4
2646,2014,MasterCard,Débito,112453242,39085829,654385966,40414007332.63,4
2647,2022,Elo,Crédito,14842,14480,279577,85052139.22,1
2648,2017,Outras,Crédito,2437418,306171,135673,106484917.83,2
2649,2018,Bandeira própria,Pré-Pago,264662,63307,46047,1423023.43,2
2650,2013,Hipercard,Crédito,7780438,4834072,44710789,5003870586.99,1
2651,2022,VISA,Pré-Pago,162941,119056,0,0.0,4
2652,2021,VISA,Crédito,9901726,6442255,234526300,34580865874.02,3
2653,2011,VISA,Débito,1291237,703721,12369896,903930189.46,1
2654,2021,Elo,Débito,4474,1104,4397,304132.84,1
2655,2014,VISA,Débito,257443,142995,2876149,288925360.09,1
2656,2017,VISA,Débito,992284,505770,10935711,1346116095.13,3
2657,2021,Elo,Débito,204691343,81049998,947102111,59296968332.87,1
2658,2012,Elo,Débito,1337479,123740,732119,36132075.5,3
2659,2020,MasterCard,Pré-Pago,69962,26866,107582,60685240.62,4
2660,2014,VISA,Crédito,498851,246794,3341916,1316256104.29,1
2661,2014,Diners Club,Crédito,806,440,4471,917475.3,1
2662,2019,American Express,Crédito,21947,15278,527817,223688601.2,2
2663,2020,VISA,Pré-Pago,8583555,1583875,29890389,1558872906.71,4
2664,2021,VISA,Débito,1790585,1061812,32039326,3137991671.63,1
2665,2023,MasterCard,Crédito,29071246,10253049,154544212,19813252061.43,1
2666,2016,Hipercard,Crédito,7359803,4441523,52569959,6559037966.42,1
2667,2023,VISA,Débito,84370,27937,645018,110808054.41,4
2668,2023,MasterCard,Pré-Pago,3224242,815136,34180672,2046600993.3,3
2669,2021,MasterCard,Pré-Pago,19329445,5065847,27434692,1612109821.51,2
2670,2018,MasterCard,Crédito,5131571,4001772,162534557,21246308902.67,3
2671,2019,VISA,Pré-Pago,170447,4092,0,0.0,2
2672,2022,American Express,Crédito,432175,328062,8998150,1585286133.39,2
2673,2023,MasterCard,Crédito,106846070,62814167,1340104435,127122392894.38,2
2674,2011,Outras,Crédito,2413446,396225,1153799,164137528.49,3
2675,2023,VISA,Pré-Pago,56480,10074,113229,11696302.43,3
2676,2021,Elo,Crédito,77180,65163,1576119,287370737.26,2
2677,2022,Elo,Débito,43249956,17096199,431068245,27450585149.77,2
2678,2013,Bandeira própria,Crédito,683658,180217,1163492,112088033.35,4
2679,2014,VISA,Débito,1543763,933095,23097061,1832919667.18,1
2680,2021,Bandeira própria,Débito,1042940,388891,4197391,321781870.89,1
2681,2015,MasterCard,Débito,109724905,36326734,586367078,34632773371.8,2
2682,2014,VISA,Débito,1539445,939918,23381140,1832684227.93,2
2683,2020,Elo,Crédito,439782,192014,3594025,809977441.29,2
2684,2016,VISA,Crédito,658027,485722,33654320,5574436568.76,2
2685,2016,Elo,Débito,29106604,4465548,87375798,4535492627.0,1
2686,2018,Bandeira própria,Débito,1410956,417517,3673137,230139675.32,1
2687,2011,VISA,Crédito,297692,214381,11658076,1758240453.2,1
2688,2016,MasterCard,Crédito,692391,507876,29938266,5749901829.09,3
2689,2022,MasterCard,Crédito,3538776,2959849,186723860,37707991817.23,2
2690,2016,VISA,Débito,308853,174262,4036849,415358735.59,1
2691,2021,VISA,Pré-Pago,23053743,9185898,110896390,5313193549.33,3
2692,2020,Outras,Crédito,23558,11604,131,53502.47,2
2693,2017,Bandeira própria,Crédito,667927,191542,1913354,178024904.5,3
2694,2012,VISA,Débito,205467,113343,2112150,203353814.42,3
2695,2016,Hipercard,Crédito,7113397,4274456,54250505,6689473321.02,2
2696,2014,American Express,Crédito,115229,32350,850263,189038395.8,2
2697,2020,Elo,Pré-Pago,4899855,2423186,16466517,660715753.5,1
2698,2014,VISA,Crédito,5341591,3640964,132998962,17981065472.71,4
2699,2011,VISA,Débito,1137395,388333,5977525,666773162.5,4
2700,2023,VISA,Pré-Pago,809572,105933,4049559,453078997.74,2
2701,2014,Bandeira própria,Débito,1589367,351180,2179037,152709394.15,1
2702,2012,VISA,Crédito,7936472,5247788,117165875,14978261280.61,4
2703,2015,American Express,Crédito,1451187,875446,20955405,2021208525.18,2
2704,2012,MasterCard,Crédito,301525,200937,8623112,1595326260.6,3
2705,2018,VISA,Pré-Pago,1322198,145916,236221,413373386.54,1
2706,2015,VISA,Crédito,654124,468042,30800518,5183630641.41,1
2707,2022,Elo,Crédito,14145,13737,263321,83433423.01,2
2708,2018,MasterCard,Pré-Pago,140243,4013,0,0.0,1
2709,2020,MasterCard,Crédito,30932654,21653288,400146251,37724408968.73,2
2710,2019,MasterCard,Crédito,28010224,19777766,517911083,46699322718.16,4
2711,2012,MasterCard,Crédito,13025954,7584008,111645604,10851278627.81,3
2712,2013,VISA,Débito,1298906,548042,8375990,928469905.09,2
2713,2018,Outras,Crédito,1204079,316145,2342077,301814735.21,1
2714,2023,Elo,Crédito,22346,9267,96921,109810778.15,3
2715,2022,American Express,Crédito,4713,4091,123614,31758640.77,3
2716,2011,MasterCard,Crédito,7795522,3470609,25219114,2035647296.25,1
2717,2011,MasterCard,Crédito,8147491,3587276,28598211,2278472550.67,2
2718,2012,Bandeira própria,Crédito,608151,189081,1104308,115944659.53,2
2719,2023,VISA,Crédito,31999810,20460496,455559418,54200297323.04,4
2720,2011,American Express,Crédito,2209775,1311622,17937256,1603833019.08,2
2721,2015,MasterCard,Débito,731406,304513,7364101,573195523.6,4
2722,2011,VISA,Crédito,3365641,2088043,72174180,8954097155.77,2
2723,2022,American Express,Crédito,23135,17249,565959,381372345.4,4
2724,2021,Elo,Débito,29139,7335,174767,17916665.33,4
2725,2021,MasterCard,Pré-Pago,8012,4315,48218,2878896.24,3
2726,2016,American Express,Crédito,949517,586006,20667290,2079521723.29,3
2727,2012,VISA,Débito,190356,105560,1828135,179512904.89,2
2728,2021,Outras,Débito,3456113,1807797,42458780,3976732984.82,3
2729,2021,MasterCard,Crédito,12174293,9528601,368387934,44840745318.64,3
2730,2020,Elo,Crédito,4806325,2807885,61170082,5748101148.69,3
2731,2016,Cheque Eletrônico,Débito,324230,121629,673,366680.0,4
2732,2013,MasterCard,Débito,835732,355797,7270029,536126228.27,4
2733,2012,Cheque Eletrônico,Débito,2553645,754201,43975,6599155.51,1
2734,2017,VISA,Pré-Pago,1293406,139456,248782,394564781.33,3
2735,2015,MasterCard,Débito,224336,116516,1763579,184886206.77,4
2736,2023,MasterCard,Pré-Pago,17487504,1278174,11867494,602020176.96,3
